"co_ocupacao","ds_ocupacao","co_cbo","tp_escolaridade","st_restricao_idade"
1665,"DECAPADOR","723205","3","16"
1666,"FOSFATIZADOR","723210","3","16"
1667,"GALVANIZADOR","723215","3","16"
1668,"METALIZADOR A PISTOLA","723220","3","16"
1669,"METALIZADOR (BANHO QUENTE)","723225","3","16"
1670,"OPERADOR DE MAQUINA RECOBRIDORA DE ARAME","723230","3","16"
1671,"OPERADOR DE ZINCAGEM (PROCESSO ELETROLITICO)","723235","3","16"
1672,"OXIDADOR","723240","3","16"
1673,"OPERADOR DE EQUIPAMENTO DE SECAGEM DE PINTURA","723305","3","16"
1674,"PINTOR A PINCEL E ROLO (EXCETO OBRAS E ESTRUTURAS METALICAS)","723310","3","16"
1675,"PINTOR DE ESTRUTURAS METALICAS","723315","3","16"
1676,"PINTOR DE VEICULOS (FABRICACAO)","723320","3","16"
1677,"PINTOR POR IMERSAO","723325","3","16"
1678,"PINTOR,A PISTOLA (EXCETO OBRAS E ESTRUTURAS METALICAS)","723330","3","16"
1679,"ASSENTADOR DE CANALIZACAO (EDIFICACOES)","724105","3","16"
1680,"ENCANADOR","724110","3","16"
1681,"INSTALADOR DE TUBULACOES","724115","3","16"
1682,"INSTALADOR DE TUBULACOES (AERONAVES)","724120","3","18"
1683,"INSTALADOR DE TUBULACOES (EMBARCACOES)","724125","3","18"
1685,"INSTALADOR DE TUBULACOES DE VAPOR (PRODUCAO E DISTRIBUICAO)","724135","3","18"
1686,"MONTADOR DE ESTRUTURAS METALICAS","724205","3","18"
1687,"MONTADOR DE ESTRUTURAS METALICAS DE EMBARCACOES","724210","3","18"
1688,"REBITADOR A MARTELO PNEUMATICO","724215","3","18"
1689,"PREPARADOR DE ESTRUTURAS METALICAS","724220","3","18"
1690,"RISCADOR DE ESTRUTURAS METALICAS","724225","3","18"
1691,"REBITADOR,A MAO","724230","3","18"
1692,"BRASADOR","724305","3","18"
1693,"OXICORTADOR A MAO E A MAQUINA","724310","3","18"
1694,"SOLDADOR","724315","3","18"
1695,"SOLDADOR A OXIGAS","724320","3","18"
1696,"SOLDADOR ELETRICO","724325","3","18"
1697,"CALDEIREIRO (CHAPAS DE COBRE)","724405","3","18"
1698,"CALDEIREIRO (CHAPAS DE FERRO E ACO)","724410","3","18"
1699,"CHAPEADOR","724415","3","18"
1700,"CHAPEADOR DE CARROCERIAS METALICAS (FABRICACAO)","724420","3","18"
1701,"CHAPEADOR NAVAL","724425","3","18"
1702,"CHAPEADOR DE AERONAVES","724430","3","18"
1703,"FUNILEIRO INDUSTRIAL","724435","3","18"
1720,"MONTADOR DE MAQUINAS-FERRAMENTAS (USINAGEM DE METAIS)","725225","3","18"
1727,"MECANICO MONTADOR DE MOTORES DE EXPLOSAO E DIESEL","725415","4","18"
1712,"AJUSTADOR MECANICO (USINAGEM EM BANCADA E EM MAQUINASFERRAMENTAS)","725015","3","18"
1713,"AJUSTADOR MECANICO EM BANCADA","725020","3","18"
1714,"AJUSTADOR NAVAL (REPARO E CONSTRUCAO)","725025","3","18"
1715,"MONTADOR DE MAQUINAS,MOTORES E ACESSORIOS (MONTAGEM EM SERIE)","725105","4","18"
1716,"MONTADOR DE MAQUINAS","725205","3","18"
1717,"MONTADOR DE MAQUINAS GRAFICAS","725210","3","18"
1718,"MONTADOR DE MAQUINAS OPERATRIZES PARA MADEIRA","725215","3","18"
1719,"MONTADOR DE MAQUINAS TEXTEIS","725220","3","18"
1728,"MECANICO MONTADOR DE TURBOALIMENTADORES","725420","4","18"
1729,"MONTADOR DE VEICULOS (LINHA DE MONTAGEM)","725505","4","18"
1730,"OPERADOR DE TIME DE MONTAGEM","725510","4","18"
1731,"MONTADOR DE ESTRUTURAS DE AERONAVES","725605","4","18"
1732,"MONTADOR DE SISTEMAS DE COMBUSTIVEL DE AERONAVES","725610","4","18"
1733,"MECANICO DE REFRIGERACAO","725705","4","18"
1734,"SUPERVISOR DE MONTAGEM E INSTALACAO ELETROELETRONICA","730105","4","18"
1735,"MONTADOR DE EQUIPAMENTOS ELETRONICOS (APARELHOS MEDICOS)","731105","4","18"
1736,"MONTADOR DE EQUIPAMENTOS ELETRONICOS (COMPUTADORES E EQUIPAMENTOS AUXILIARES)","731110","4","18"
1737,"MONTADOR DE EQUIPAMENTOS ELETRICOS (INSTRUMENTOS DE MEDICAO)","731115","4","18"
1738,"MONTADOR DE EQUIPAMENTOS ELETRICOS (APARELHOS ELETRODOMESTICOS)","731120","4","18"
1739,"MONTADOR DE EQUIPAMENTOS ELETRICOS (CENTRAIS ELETRICAS)","731125","4","18"
1740,"MONTADOR DE EQUIPAMENTOS ELETRICOS (MOTORES E DINAMOS)","731130","4","18"
1741,"MONTADOR DE EQUIPAMENTOS ELETRICOS","731135","4","18"
1742,"MONTADOR DE EQUIPAMENTOS ELETRONICOS (INSTALACOES DE SINALIZACAO)","731140","4","18"
1743,"MONTADOR DE EQUIPAMENTOS ELETRONICOS (MAQUINAS INDUSTRIAIS)","731145","4","18"
1744,"MONTADOR DE EQUIPAMENTOS ELETRONICOS","731150","4","18"
1745,"MONTADOR DE EQUIPAMENTOS ELETRICOS (ELEVADORES E EQUIPAMENTOS SIMILARES)","731155","4","18"
1746,"MONTADOR DE EQUIPAMENTOS ELETRICOS (TRANSFORMADORES)","731160","4","18"
1747,"BOBINADOR ELETRICISTA,A MAO","731165","4","18"
1748,"BOBINADOR ELETRICISTA,A MAQUINA","731170","4","16"
1749,"OPERADOR DE LINHA DE MONTAGEM (APARELHOS ELETRICOS)","731175","4","16"
1750,"OPERADOR DE LINHA DE MONTAGEM (APARELHOS ELETRONICOS)","731180","4","16"
1751,"MONTADOR DE EQUIPAMENTOS ELETRONICOS (ESTACAO DE RADIO,TV E EQUIPAMENTOS DE RADAR)","731205","4","16"
1752,"INSTALADOR-REPARADOR DE EQUIPAMENTOS DE COMUTACAO EM TELEFONIA","731305","3","10"
1753,"INSTALADOR-REPARADOR DE EQUIPAMENTOS DE ENERGIA EM TELEFONIA","731310","4","16"
1754,"INSTALADOR-REPARADOR DE EQUIPAMENTOS DE TRANSMISSAO EM TELEFONIA","731315","4","16"
1755,"INSTALADOR-REPARADOR DE LINHAS E APARELHOS DE TELECOMUNICACOES","731320","4","16"
1756,"INSTALADOR-REPARADOR DE REDES E CABOS TELEFONICOS","731325","3","10"
1757,"REPARADOR DE APARELHOS DE TELECOMUNICACOES EM LABORATORIO","731330","4","16"
1758,"ELETRICISTA DE MANUTENCAO DE LINHAS ELETRICAS,TELEFONICAS E DE COMUNICACAO DE DADOS","732105","3","18"
1759,"EMENDADOR DE CABOS ELETRICOS E TELEFONICOS (AEREOS E SUBTERRANEOS)","732110","3","18"
1760,"EXAMINADOR DE CABOS,LINHAS ELETRICAS E TELEFONICAS","732115","3","18"
1761,"INSTALADOR DE LINHAS ELETRICAS DE ALTA E BAIXA - TENSAO (REDE AEREA E SUBTERRANEA)","732120","3","18"
1762,"INSTALADOR ELETRICISTA (TRACAO DE VEICULOS)","732125","3","18"
1763,"INSTALADOR-REPARADOR DE REDES TELEFONICAS E DE COMUNICACAO DE DADOS","732130","3","18"
1764,"LIGADOR DE LINHAS TELEFONICAS","732135","3","18"
1765,"SUPERVISOR DA MECANICA DE PRECISAO","740105","4","18"
1766,"SUPERVISOR DE FABRICACAO DE INSTRUMENTOS MUSICAIS","740110","4","18"
1767,"AJUSTADOR DE INSTRUMENTOS DE PRECISAO","741105","3","18"
1768,"MONTADOR DE INSTRUMENTOS DE OPTICA","741110","3","18"
1769,"MONTADOR DE INSTRUMENTOS DE PRECISAO","741115","3","18"
1770,"RELOJOEIRO (FABRICACAO)","741120","3","18"
1771,"RELOJOEIRO (REPARACAO)","741125","3","16"
1772,"AFINADOR DE INSTRUMENTOS MUSICAIS","742105","4","16"
1773,"CONFECCIONADOR DE ACORDEAO","742110","4","16"
1774,"CONFECCIONADOR DE INSTRUMENTOS DE CORDA","742115","4","16"
1775,"CONFECCIONADOR DE INSTRUMENTOS DE PERCUSSAO (PELE,COURO OU PLASTICO)","742120","4","16"
1776,"CONFECCIONADOR DE INSTRUMENTOS DE SOPRO (MADEIRA)","742125","4","16"
1777,"CONFECCIONADOR DE INSTRUMENTOS DE SOPRO (METAL)","742130","4","16"
1778,"CONFECCIONADOR DE ORGAO","742135","4","16"
1779,"CONFECCIONADOR DE PIANO","742140","4","16"
1780,"SUPERVISOR DE JOALHERIA","750105","4","16"
1781,"SUPERVISOR DA INDUSTRIA DE MINERAIS NAO METALICOS (EXCETO OS DERIVADOS DE PETROLEO E CARVAO)","750205","3","10"
1782,"ENGASTADOR (JOIAS)","751005","3","10"
1783,"JOALHEIRO","751010","3","10"
1784,"JOALHEIRO (REPARACOES)","751015","3","10"
1785,"LAPIDADOR (JOIAS)","751020","3","10"
1786,"BATE-FOLHA A MAQUINA","751105","3","10"
1787,"FUNDIDOR (JOALHERIA E OURIVESARIA)","751110","3","10"
1788,"GRAVADOR (JOALHERIA E OURIVESARIA)","751115","3","10"
1789,"LAMINADOR DE METAIS PRECIOSOS A MAO","751120","3","10"
1790,"OURIVES","751125","3","10"
1791,"TREFILADOR (JOALHERIA E OURIVESARIA)","751130","3","10"
1792,"ARTESAO MODELADOR (VIDROS)","752105","4","16"
1793,"MOLDADOR (VIDROS)","752110","4","16"
1794,"SOPRADOR DE VIDRO","752115","4","16"
1795,"TRANSFORMADOR DE TUBOS DE VIDRO","752120","4","16"
1796,"APLICADOR SERIGRAFICO EM VIDROS","752205","4","16"
1799,"GRAVADOR DE VIDRO A ESMERIL","752220","3","10"
1800,"GRAVADOR DE VIDRO A JATO DE AREIA","752225","3","10"
1801,"LAPIDADOR DE VIDROS E CRISTAIS","752230","3","10"
1802,"SURFASSAGISTA","752235","3","10"
1803,"CERAMISTA","752305","4","16"
1804,"CERAMISTA (TORNO DE PEDAL E MOTOR)","752310","4","16"
1805,"CERAMISTA (TORNO SEMI-AUTOMATICO)","752315","4","16"
1806,"CERAMISTA MODELADOR","752320","4","16"
1807,"CERAMISTA MOLDADOR","752325","4","16"
1808,"CERAMISTA PRENSADOR","752330","4","16"
1809,"DECORADOR DE CERAMICA","752405","4","16"
1810,"DECORADOR DE VIDRO","752410","4","16"
1812,"OPERADOR DE ESMALTADEIRA","752420","4","16"
1813,"OPERADOR DE ESPELHAMENTO","752425","4","16"
1814,"PINTOR DE CERAMICA,A PINCEL","752430","4","16"
1815,"CONTRAMESTRE DE ACABAMENTO (INDUSTRIA TEXTIL)","760105","4","16"
1816,"CONTRAMESTRE DE FIACAO (INDUSTRIA TEXTIL)","760110","4","16"
1817,"CONTRAMESTRE DE MALHARIA (INDUSTRIA TEXTIL)","760115","4","16"
1818,"CONTRAMESTRE DE TECELAGEM (INDUSTRIA TEXTIL)","760120","4","16"
1819,"MESTRE (INDUSTRIA TEXTIL E DE CONFECCOES)","760125","4","16"
1820,"SUPERVISOR DE CURTIMENTO","760205","4","18"
1821,"ENCARREGADO DE CORTE NA CONFECCAO DO VESTUARIO","760305","4","18"
1822,"ENCARREGADO DE COSTURA NA CONFECCAO DO VESTUARIO","760310","4","18"
1824,"SUPERVISOR DA CONFECCAO DE ARTEFATOS DE TECIDOS,COUROS E AFINS","760505","4","18"
1825,"SUPERVISOR DAS ARTES GRAFICAS (INDUSTRIA EDITORIAL E GRAFICA)","760605","4","18"
1708,"OPERADOR DE LACOS DE CABOS DE ACO","724605","3","18"
1827,"CLASSIFICADOR DE FIBRAS TEXTEIS","761105","4","16"
1828,"LAVADOR DE LA","761110","3","10"
1829,"OPERADOR DE ABERTURA (FIACAO)","761205","3","10"
1830,"OPERADOR DE BINADEIRA","761210","3","10"
1831,"OPERADOR DE BOBINADEIRA","761215","3","10"
1832,"OPERADOR DE CARDAS","761220","3","10"
1833,"OPERADOR DE CONICALEIRA","761225","3","10"
1834,"OPERADOR DE FILATORIO","761230","3","10"
1835,"OPERADOR DE LAMINADEIRA E REUNIDEIRA","761235","3","10"
1836,"OPERADOR DE MACAROQUEIRA","761240","3","10"
1837,"OPERADOR DE OPEN-END","761245","3","10"
1838,"OPERADOR DE PASSADOR (FIACAO)","761250","3","10"
1839,"OPERADOR DE PENTEADEIRA","761255","3","10"
1840,"OPERADOR DE RETORCEDEIRA","761260","3","10"
1841,"TECELAO (REDES)","761303","3","10"
1842,"TECELAO (RENDAS E BORDADOS)","761306","3","16"
1843,"TECELAO (TEAR AUTOMATICO)","761309","3","16"
1844,"TECELAO (TEAR JACQUARD)","761312","3","16"
1845,"TECELAO (TEAR MECANICO DE MAQUINETA)","761315","3","16"
1846,"TECELAO (TEAR MECANICO DE XADREZ)","761318","3","16"
1847,"TECELAO (TEAR MECANICO LISO)","761321","3","16"
1848,"TECELAO (TEAR MECANICO,EXCETO JACQUARD)","761324","3","16"
1849,"TECELAO DE MALHAS,A MAQUINA","761327","3","16"
1850,"TECELAO DE MALHAS (MAQUINA CIRCULAR)","761330","3","16"
1851,"TECELAO DE MALHAS (MAQUINA RETILINEA)","761333","3","16"
1852,"TECELAO DE MEIAS,A MAQUINA","761336","3","16"
1853,"TECELAO DE MEIAS (MAQUINA CIRCULAR)","761339","3","16"
1854,"TECELAO DE MEIAS (MAQUINA RETILINEA)","761342","3","16"
1855,"TECELAO DE TAPETES,A MAQUINA","761345","3","16"
1856,"OPERADOR DE ENGOMADEIRA DE URDUME","761348","3","16"
1857,"OPERADOR DE ESPULADEIRA","761351","3","16"
1859,"OPERADOR DE URDIDEIRA","761357","3","16"
1860,"PASSAMANEIRO A MAQUINA","761360","3","16"
1861,"REMETEDOR DE FIOS","761363","3","16"
1862,"PICOTADOR DE CARTOES JACQUARD","761366","3","16"
1863,"ALVEJADOR (TECIDOS)","761405","3","16"
1864,"ESTAMPADOR DE TECIDO","761410","3","16"
1865,"OPERADOR DE CALANDRAS (TECIDOS)","761415","3","16"
1866,"OPERADOR DE CHAMUSCADEIRA DE TECIDOS","761420","3","16"
1867,"OPERADOR DE IMPERMEABILIZADOR DE TECIDOS","761425","3","16"
1868,"OPERADOR DE MAQUINA DE LAVAR FIOS E TECIDOS","761430","3","16"
1869,"OPERADOR DE RAMEUSE","761435","3","16"
1870,"INSPETOR DE ESTAMPARIA (PRODUCAO TEXTIL)","761805","3","16"
1871,"REVISOR DE FIOS (PRODUCAO TEXTIL)","761810","3","16"
1872,"REVISOR DE TECIDOS ACABADOS","761815","3","16"
1873,"REVISOR DE TECIDOS CRUS","761820","3","16"
1875,"CLASSIFICADOR DE PELES","762105","2","16"
1876,"DESCARNADOR DE COUROS E PELES,A MAQUINA","762110","3","16"
1877,"ESTIRADOR DE COUROS E PELES (PREPARACAO)","762115","3","16"
1878,"FULONEIRO","762120","2","16"
1879,"RACHADOR DE COUROS E PELES","762125","2","16"
1880,"CURTIDOR (COUROS E PELES)","762205","3","16"
1881,"CLASSIFICADOR DE COUROS","762210","3","16"
1882,"ENXUGADOR DE COUROS","762215","3","10"
1883,"REBAIXADOR DE COUROS","762220","3","10"
1884,"ESTIRADOR DE COUROS E PELES (ACABAMENTO)","762305","3","10"
1885,"FULONEIRO NO ACABAMENTO DE COUROS E PELES","762310","3","10"
1886,"LIXADOR DE COUROS E PELES","762315","3","10"
1887,"MATIZADOR DE COUROS E PELES","762320","4","16"
1888,"OPERADOR DE MAQUINAS DO ACABAMENTO DE COUROS E PELES","762325","3","10"
1889,"PRENSADOR DE COUROS E PELES","762330","3","10"
1890,"PALECIONADOR DE COUROS E PELES","762335","3","10"
1891,"PREPARADOR DE COUROS CURTIDOS","762340","3","10"
1892,"VAQUEADOR DE COUROS E PELES","762345","3","10"
1893,"ALFAIATE","763005","3","10"
1894,"COSTUREIRA DE PECAS SOB ENCOMENDA","763010","4","16"
1895,"COSTUREIRA DE REPARACAO DE ROUPAS","763015","4","16"
1896,"COSTUREIRO DE ROUPA DE COURO E PELE","763020","4","16"
1897,"AUXILIAR DE CORTE (PREPARACAO DA CONFECCAO DE ROUPAS)","763105","4","16"
1899,"ENFESTADOR DE ROUPAS","763115","3","16"
1900,"RISCADOR DE ROUPAS","763120","3","16"
1902,"COSTUREIRO NA CONFECCAO EM SERIE","763210","3","16"
1903,"COSTUREIRO,A MAQUINA NA CONFECCAO EM SERIE","763215","3","16"
1904,"ARREMATADEIRA","763305","3","16"
1905,"BORDADOR,A MAQUINA","763310","3","16"
1906,"MARCADOR DE PECAS CONFECCIONADAS PARA BORDAR","763315","3","16"
1907,"OPERADOR DE MAQUINA DE COSTURA DE ACABAMENTO","763320","3","16"
1908,"PASSADEIRA DE PECAS CONFECCIONADAS","763325","3","10"
1909,"TRABALHADOR POLIVALENTE DA CONFECCAO DE CALCADOS","764005","3","10"
1910,"CORTADOR DE CALCADOS,A MAQUINA (EXCETO SOLAS E PALMILHAS)","764105","3","10"
1911,"CORTADOR DE SOLAS E PALMILHAS,A MAQUINA","764110","3","10"
1912,"PREPARADOR DE CALCADOS","764115","3","10"
1913,"PREPARADOR DE SOLAS E PALMILHAS","764120","3","10"
1914,"COSTURADOR DE CALCADOS,A MAQUINA","764205","3","10"
1915,"MONTADOR DE CALCADOS","764210","3","10"
1916,"ACABADOR DE CALCADOS","764305","3","10"
1917,"CONFECCIONADOR DE ARTEFATOS DE COURO (EXCETO SAPATOS)","765005","3","10"
1918,"CHAPELEIRO DE SENHORAS","765010","3","10"
1919,"BONELEIRO","765015","3","10"
1920,"CORTADOR DE ARTEFATOS DE COURO (EXCETO ROUPAS E CALCADOS)","765105","3","10"
1921,"CORTADOR DE TAPECARIA","765110","3","10"
1922,"COLCHOEIRO (CONFECCAO DE COLCHOES)","765205","3","10"
1923,"CONFECCIONADOR DE BRINQUEDOS DE PANO","765215","3","10"
1924,"CONFECCIONADOR DE VELAS NAUTICAS,BARRACAS E TOLDOS","765225","3","10"
1925,"ESTOFADOR DE AVIOES","765230","3","10"
1926,"ESTOFADOR DE MOVEIS","765235","3","10"
1928,"MONTADOR DE ARTEFATOS DE COURO (EXCETO ROUPAS E CALCADOS)","765315","3","10"
1929,"TRABALHADOR DO ACABAMENTO DE ARTEFATOS DE TECIDOS E COUROS","765405","3","10"
1930,"COPIADOR DE CHAPA","766105","4","16"
1931,"GRAVADOR DE MATRIZ PARA FLEXOGRAFIA (CLICHERISTA)","766115","4","16"
1932,"EDITOR DE TEXTO E IMAGEM","766120","4","16"
1933,"MONTADOR DE FOTOLITO (ANALOGICO E DIGITAL)","766125","4","16"
1934,"GRAVADOR DE MATRIZ PARA ROTOGRAVURA (ELETROMECANICO E QUIMICO)","766130","4","16"
1935,"GRAVADOR DE MATRIZ CALCOGRAFICA","766135","4","16"
1936,"GRAVADOR DE MATRIZ SERIGRAFICA","766140","4","16"
1937,"OPERADOR DE SISTEMAS DE PROVA (ANALOGICO E DIGITAL)","766145","4","16"
1938,"OPERADOR DE PROCESSO DE TRATAMENTO DE IMAGEM","766150","4","16"
1939,"PROGRAMADOR VISUAL GRAFICO","766155","4","16"
1940,"IMPRESSOR (SERIGRAFIA)","766205","4","16"
1941,"IMPRESSOR CALCOGRAFICO","766210","4","16"
1942,"IMPRESSOR DE OFSETE (PLANO E ROTATIVO)","766215","4","16"
1943,"IMPRESSOR DE ROTATIVA","766220","4","16"
1944,"IMPRESSOR DE ROTOGRAVURA","766225","4","16"
1945,"IMPRESSOR DIGITAL","766230","4","16"
1946,"IMPRESSOR FLEXOGRAFICO","766235","4","16"
1947,"IMPRESSOR LETTERSET","766240","4","16"
1948,"IMPRESSOR TAMPOGRAFICO","766245","4","16"
1949,"IMPRESSOR TIPOGRAFICO","766250","4","16"
1950,"ACABADOR DE EMBALAGENS (FLEXIVEIS E CARTOTECNICAS)","766305","3","10"
1951,"IMPRESSOR DE CORTE E VINCO","766310","3","10"
1952,"OPERADOR DE ACABAMENTO (INDUSTRIA GRAFICA)","766315","3","10"
1953,"OPERADOR DE GUILHOTINA (CORTE DE PAPEL)","766320","3","10"
1954,"PREPARADOR DE MATRIZES DE CORTE E VINCO","766325","3","10"
1955,"LABORATORISTA FOTOGRAFICO","766405","4","16"
1956,"REVELADOR DE FILMES FOTOGRAFICOS,EM PRETO E BRANCO","766410","4","16"
1957,"REVELADOR DE FILMES FOTOGRAFICOS,EM CORES","766415","4","16"
1959,"TECELAO (TEAR MANUAL)","768105","2","10"
1960,"TECELAO DE TAPETES,A MAO","768110","2","10"
1961,"TRICOTEIRO,A MAO","768115","2","10"
1962,"REDEIRO","768120","2","10"
1826,"OPERADOR POLIVALENTE DA INDUSTRIA TEXTIL","761005","3","10"
1964,"CROCHETEIRO,A MAO","768130","2","10"
1965,"BORDADOR,A MAO","768205","2","10"
1966,"CERZIDOR","768210","1","10"
1967,"ARTIFICE DO COURO","768305","1","10"
1968,"CORTADOR DE CALCADOS,A MAO (EXCETO SOLAS)","768310","2","10"
1969,"COSTURADOR DE ARTEFATOS DE COURO,A MAO (EXCETO ROUPAS E CALCADOS)","768315","2","10"
1970,"SAPATEIRO (CALCADOS SOB MEDIDA)","768320","2","10"
1971,"SELEIRO","768325","2","10"
1972,"TIPOGRAFO","768605","3","10"
1973,"LINOTIPISTA","768610","3","10"
1974,"MONOTIPISTA","768615","3","10"
1975,"PAGINADOR","768620","3","10"
1976,"PINTOR DE LETREIROS","768625","3","10"
1977,"CONFECCIONADOR DE CARIMBOS DE BORRACHA","768630","3","10"
1978,"GRAVADOR,A MAO (ENCADERNACAO)","768705","3","10"
1979,"RESTAURADOR DE LIVROS","768710","3","10"
1980,"MESTRE (INDUSTRIA DE MADEIRA E MOBILIARIO)","770105","3","10"
1981,"MESTRE CARPINTEIRO","770110","3","10"
1982,"MARCENEIRO","771105","3","10"
1983,"MODELADOR DE MADEIRA","771110","3","10"
1984,"MAQUETISTA NA MARCENARIA","771115","3","10"
1985,"TANOEIRO","771120","3","10"
1986,"CLASSIFICADOR DE MADEIRA","772105","3","10"
1987,"IMPREGNADOR DE MADEIRA","772110","3","10"
1988,"SECADOR DE MADEIRA","772115","3","10"
1990,"OPERADOR DE SERRAS NO DESDOBRAMENTO DE MADEIRA","773110","3","16"
1991,"SERRADOR DE BORDAS NO DESDOBRAMENTO DE MADEIRA","773115","3","16"
1992,"SERRADOR DE MADEIRA","773120","3","16"
1993,"SERRADOR DE MADEIRA (SERRA CIRCULAR MULTIPLA)","773125","3","16"
1994,"SERRADOR DE MADEIRA (SERRA DE FITA MULTIPLA)","773130","3","16"
1995,"OPERADOR DE MAQUINA INTERCALADORA E PLACAS (COMPENSADOS)","773205","3","16"
1996,"PRENSISTA DE AGLOMERADOS","773210","3","16"
1998,"PREPARADOR DE AGLOMERANTES","773220","3","16"
1999,"OPERADOR DE DESEMPENADEIRA NA USINAGEM CONVENCIONAL DE MADEIRA","773305","3","16"
2000,"OPERADOR DE ENTALHADEIRA (USINAGEM DE MADEIRA)","773310","3","16"
2001,"OPERADOR DE FRESADORA (USINAGEM DE MADEIRA)","773315","3","16"
2002,"OPERADOR DE LIXADEIRA (USINAGEM DE MADEIRA)","773320","3","16"
2003,"OPERADOR DE MAQUINA DE USINAGEM MADEIRA,EM GERAL","773325","3","16"
2004,"OPERADOR DE MOLDURADORA (USINAGEM DE MADEIRA)","773330","3","16"
2005,"OPERADOR DE PLAINA DESENGROSSADEIRA","773335","3","16"
2006,"OPERADOR DE SERRAS (USINAGEM DE MADEIRA)","773340","3","16"
2008,"OPERADOR DE TUPIA (USINAGEM DE MADEIRA)","773350","3","16"
2009,"TORNEIRO NA USINAGEM CONVENCIONAL DE MADEIRA","773355","3","16"
2010,"OPERADOR DE MAQUINA BORDATRIZ","773405","3","16"
2011,"OPERADOR DE MAQUINA DE CORTINA DAGUA (PRODUCAO DE MOVEIS)","773410","3","16"
2012,"OPERADOR DE MAQUINA DE USINAGEM DE MADEIRA (PRODUCAO EM SERIE)","773415","3","16"
2013,"OPERADOR DE PRENSA DE ALTA FREQUENCIA NA USINAGEM DE MADEIRA","773420","3","16"
2014,"OPERADOR DE CENTRO DE USINAGEM DE MADEIRA (CNC)","773505","4","18"
2015,"OPERADOR DE MAQUINAS DE USINAR MADEIRA (CNC)","773510","4","18"
2016,"MONTADOR DE MOVEIS E ARTEFATOS DE MADEIRA","774105","3","10"
2017,"ENTALHADOR DE MADEIRA","775105","3","10"
2018,"FOLHEADOR DE MOVEIS DE MADEIRA","775110","3","10"
2019,"LUSTRADOR DE PECAS DE MADEIRA","775115","3","10"
2020,"MARCHETEIRO","775120","3","10"
2021,"CESTEIRO","776405","3","10"
2022,"CONFECCIONADOR DE ESCOVAS,PINCEIS E PRODUTOS SIMILARES (A MAO)","776410","3","10"
2023,"CONFECCIONADOR DE ESCOVAS,PINCEIS E PRODUTOS SIMILARES (A MAQUINA)","776415","3","10"
2024,"CONFECCIONADOR DE MOVEIS DE VIME,JUNCO E BAMBU","776420","3","10"
2025,"ESTEIREIRO","776425","3","10"
2026,"VASSOUREIRO","776430","3","10"
2027,"CARPINTEIRO NAVAL (CONSTRUCAO DE PEQUENAS EMBARCACOES)","777105","3","10"
2028,"CARPINTEIRO NAVAL (EMBARCACOES)","777110","3","10"
2029,"CARPINTEIRO NAVAL (ESTALEIROS)","777115","3","10"
2030,"CARPINTEIRO DE CARRETAS","777205","3","10"
2031,"CARPINTEIRO DE CARROCERIAS","777210","3","10"
2033,"CONDUTOR DE PROCESSOS ROBOTIZADOS DE PINTURA","781105","4","18"
2034,"CONDUTOR DE PROCESSOS ROBOTIZADOS DE SOLDAGEM","781110","4","18"
2035,"OPERADOR DE VEICULOS SUBAQUATICOS CONTROLADOS REMOTAMENTE","781305","4","18"
2036,"MERGULHADOR PROFISSIONAL (RASO E PROFUNDO)","781705","4","18"
2037,"OPERADOR DE DRAGA","782105","4","18"
2038,"OPERADOR DE GUINDASTE (FIXO)","782110","4","18"
2039,"OPERADOR DE GUINDASTE MOVEL","782115","4","18"
2040,"OPERADOR DE MAQUINA RODOFERROVIARIA","782120","4","18"
2041,"OPERADOR DE MONTA-CARGAS (CONSTRUCAO CIVIL)","782125","4","18"
2042,"OPERADOR DE PONTE ROLANTE","782130","4","18"
2043,"OPERADOR DE PORTICO ROLANTE","782135","4","18"
2044,"OPERADOR DE TALHA ELETRICA","782140","4","18"
2045,"SINALEIRO (PONTE-ROLANTE)","782145","4","18"
2046,"GUINCHEIRO (CONSTRUCAO CIVIL)","782205","3","10"
2047,"OPERADOR DE DOCAGEM","782210","3","10"
2048,"OPERADOR DE EMPILHADEIRA","782220","3","10"
2049,"MOTORISTA DE CARRO DE PASSEIO","782305","3","10"
2050,"MOTORISTA DE FURGAO OU VEICULO SIMILAR","782310","3","10"
2051,"MOTORISTA DE TAXI","782315","3","10"
2052,"MOTORISTA DE ONIBUS RODOVIARIO","782405","3","10"
2053,"MOTORISTA DE ONIBUS URBANO","782410","3","10"
2054,"MOTORISTA DE TROLEBUS","782415","4","18"
2056,"MOTORISTA DE CAMINHAO (ROTAS REGIONAIS E INTERNACIONAIS)","782510","4","18"
2057,"MOTORISTA OPERACIONAL DE GUINCHO","782515","4","18"
2058,"OPERADOR DE TREM DE METRO","782605","4","18"
2059,"MAQUINISTA DE TREM","782610","4","18"
2060,"MAQUINISTA DE TREM METROPOLITANO","782615","4","18"
2061,"MOTORNEIRO","782620","4","18"
2062,"AUXILIAR DE MAQUINISTA DE TREM","782625","4","18"
2063,"OPERADOR DE TELEFERICO (PASSAGEIROS)","782630","4","18"
2064,"MARINHEIRO DE CONVES (MARITIMO E FLUVIARIO)","782705","3","10"
2065,"MARINHEIRO DE MAQUINAS","782710","3","10"
2066,"MOCO DE CONVES (MARITIMO E FLUVIARIO)","782715","3","10"
2067,"MOCO DE MAQUINAS (MARITIMO E FLUVIARIO)","782720","3","10"
