"co_ocupacao","ds_ocupacao","co_cbo","tp_escolaridade","st_restricao_idade"
2614,"MEDICO PATOLOGISTA","225325","",""
2616,"MEDICO PATOLOGISTA CLINICO / MEDICINA LABORATORIAL","225335","",""
2618,"MEDICO HIPERBARISTA","225345","",""
2619,"MEDICO NEUROFISIOLOGISTA CLINICO","225350","",""
2620,"PSICOLOGO ACUPUNTURISTA","251555","",""
2621,"TECNOLOGO EM SECRETARIADO ESCOLAR","252320","",""
2622,"GESTOR EM SEGURANCA","252605","",""
2623,"TECNOLOGO EM PRODUCAO FONOGRAFICA","262130","",""
2624,"TECNOLOGO EM PRODUCAO AUDIOVISUAL","262135","",""
2625,"DESENHISTA INDUSTRIAL DE PRODUTO (DESIGNER DE PRODUTO)","262420","",""
2628,"TECNOLOGO EM GASTRONOMIA","271110","",""
2630,"TECNICO DE ENFERMAGEM DA ESTRATEGIA DE SAUDE DA FAMILIA","322245","",""
2631,"AUXILIAR DE ENFERMAGEM DA ESTRATEGIA DE SAUDE DA FAMILIA","322250","",""
2632,"TECNICO EM SAUDE BUCAL DA ESTRATEGIA DE SAUDE DA FAMILIA","322425","",""
2633,"AUXILIAR EM SAUDE BUCAL DA ESTRATEGIA DE SAUDE DA FAMILIA","322430","",""
2634,"TECNOLOGO EM RADIOLOGIA","324120","",""
2338,"SUPERVISOR DE MANUTENCAO DE MAQUINAS INDUSTRIAIS TEXTEIS","910125","4","18"
2339,"SUPERVISOR DE MANUTENCAO DE MAQUINAS OPERATRIZES E DE USINAGEM","910130","4","18"
2362,"MECANICO DE MANUTENCAO DE SISTEMA HIDRAULICO DE AERONAVES (SERVICOS DE PISTA E HANGAR)","914110","4","18"
2636,"TECNOLOGO EM LOGISTICA DE TRANSPORTE","342125","",""
2637,"DECORADOR DE EVENTOS","375120","",""
2638,"AGENTE DE MICROCREDITO","411050","",""
2639,"DESPACHANTE DE TRANSITO","423110","",""
2640,"AGENTE INDIGENA DE SAUDE","515125","",""
2641,"AGENTE INDIGENA DE SANEAMENTO","515130","",""
2642,"SOCORRISTA (EXCETO MEDICOS E ENFERMEIROS)","515135","",""
2643,"CUIDADOR EM SAUDE","516220","",""
2644,"GUARDA PORTUARIO","517335","",""
2645,"SELECIONADOR DE MATERIAL RECICLAVEL","519210","",""
2646,"OPERADOR DE PRENSA DE MATERIAL RECICLAVEL","519215","",""
2647,"ARTESAO BORDADOR","791105","",""
2648,"ARTESAO CERAMISTA","791110","",""
2649,"ARTESAO COM MATERIAL RECICLAVEL","791115","",""
2650,"ARTESAO CONFECCIONADOR DE BIOJOIAS E ECOJOIAS","791120","",""
2651,"ARTESAO DO COURO","791125","",""
2652,"ARTESAO ESCULTOR","791130","",""
2653,"ARTESAO MOVELEIRO (EXCETO RECICLADO)","791135","",""
2654,"ARTESAO TECELAO","791140","",""
2655,"ARTESAO TRANCADOR","791145","",""
2656,"ARTESAO CROCHETEIRO","791150","",""
2657,"ARTESAO TRICOTEIRO","791155","",""
2658,"ENGENHEIRO DE ALIMENTOS","222205","",""
2659,"ARTESAO RENDEIRO","791160","",""
2660,"AGENTE DE INTELIGENCIA","351905","",""
2661,"AGENTE TECNICO DE INTELIGENCIA","351910","",""
2662,"OFICIAL DE INTELIGENCIA","242905","",""
2663,"OFICIAL TECNICO DE INTELIGENCIA","242910","",""
2664,"TURISMOLOGO","122520","",""
2665,"MEDICO CARDIOLOGISTA INTERVENCIONISTA","2231G1","",""
2668,"ARTETERAPEUTA","226310","",""
2669,"EQUOTERAPEUTA","226315","",""
2670,"OSTEOPATA","226110","",""
1798,"GRAVADOR DE VIDRO A AGUA-FORTE","752215","3","10"
2405,"OPERADOR DE MAQUINAS ESPECIAIS EM CONSERVACAO DE VIA PERMANENTE (TRILHOS)","991115","4","18"
1811,"DECORADOR DE VIDRO A PINCEL","752415","4","16"
2420,"OPERADOR DE CEIFADEIRA NA CONSERVACAO DE VIAS PERMANENTES","992215","2","10"
2422,"AUXILIAR GERAL DE CONSERVACAO DE VIAS PERMANENTES (EXCETO TRILHOS)","992225","2","10"
1823,"SUPERVISOR (INDUSTRIA DE CALCADOS E ARTEFATOS DE COURO)","760405","4","18"
60,"DIRIGENTES DE ENTIDADES DE TRABALHADORES","114205","3","18"
1858,"OPERADOR DE MAQUINA DE CORDOALHA","761354","3","16"
70,"DIRETOR DE PRODUCAO E OPERACOES DA INDUSTRIA DE TRANSFORMACAO,EXTRACAO MINERAL E UTILIDADES","122205","4","18"
1874,"TRABALHADOR POLIVALENTE DO CURTIMENTO DE COUROS E PELES","762005","3","16"
1898,"CORTADOR DE ROUPAS","763110","3","16"
712,"MISSIONARIO","263110","4","18"
1901,"COSTUREIRO DE ROUPAS DE COURO E PELE,A MAQUINA NA CONFECCAO EM SERIE","763205","3","16"
115,"GERENTE DE PRODUCAO E OPERACOES AGROPECUARIAS","141115","4","18"
10,"CORONEL DA POLICIA MILITAR","020105","5","30"
1927,"COSTURADOR DE ARTEFATOS DE COURO,A MAQUINA (EXCETO ROUPAS E CALCADOS)","765310","3","10"
24,"TENENTE DO CORPO DE BOMBEIROS MILITAR","030305","5","20"
1958,"AUXILIAR DE RADIOLOGIA (REVELACAO FOTOGRAFICA)","766420","4","18"
128,"GERENTE DE OPERACOES DE CORREIOS E TELECOMUNICACOES","141610","4","18"
154,"GERENTE DE SUPORTE TECNICO DE TECNOLOGIA DA INFORMACAO","142530","4","18"
1989,"CORTADOR DE LAMINADOS DE MADEIRA","773105","3","10"
1997,"PRENSISTA DE COMPENSADOS","773215","3","16"
177,"PESQUISADOR DE ENGENHARIA E TECNOLOGIA (OUTRAS AREAS DA ENGENHARIA)","203210","5","18"
183,"PESQUISADOR DE MEDICINA BASICA","203310","5","18"
2007,"OPERADOR DE TORNO AUTOMATICO (USINAGEM DE MADEIRA)","773345","3","16"
201,"ESTATISTICO (ESTATISTICA APLICADA)","211210","5","18"
2032,"SUPERVISOR DE EMBALAGEM E ETIQUETAGEM","780105","4","18"
223,"FISICO (NUCLEAR E REATORES)","213155","5","18"
2055,"CAMINHONEIRO AUTONOMO (ROTAS REGIONAIS E INTERNACIONAIS)","782505","4","18"
242,"ARQUITETO DE PATRIMONIO","214115","5","18"
258,"ENGENHEIRO CIVIL (TRANSPORTES E TRANSITO)","214270","5","18"
2082,"OPERADOR DE MAQUINA DE ENVASAR LIQUIDOS","784120","3","10"
2092,"OPERADOR DE MAQUINA MISTURADEIRA (TRATAMENTOS QUIMICOS E AFINS)","811110","3","18"
281,"ENGENHEIRO QUIMICO (PAPEL E CELULOSE)","214520","5","18"
287,"ENGENHEIRO DE MINAS (BENEFICIAMENTO)","214710","5","18"
2108,"OPERADOR DE ALAMBIQUE DE FUNCIONAMENTO CONTINUO (PRODUTOS QUIMICOS,EXCETO PETROLEO)","811415","3","18"
297,"ENGENHEIRO DE CONTROLE DE QUALIDADE","214910","5","18"
313,"SEGUNDO OFICIAL DE MAQUINAS DA MARINHA MERCANTE","215215","4","18"
2137,"OPERADOR DE MAQUINA DE FABRICACAO DE PRODUTOS DE HIGIENE E LIMPEZA (SABAO,SABONETE,DETERGENTE,ABS","811820","4","18"
343,"MEDICO EM MEDICINA DE TRAFEGO","223121","5","18"
366,"MEDICO OFTALMOLOGISTA","223144","5","18"
2180,"OPERADOR DE ESCORIA E SUCATA","821430","4","18"
382,"CIRURGIAO DENTISTA - ENDODONTISTA","223212","5","18"
2182,"OPERADOR DE TESOURA MECANICA E MAQUINA DE CORTE,NO ACABAMENTO DE CHAPAS E METAIS","821440","4","18"
391,"CIRURGIAO DENTISTA - PERIODONTISTA","223248","5","18"
392,"CIRURGIAO DENTISTA - PROTESIOLOGO BUCOMAXILOFACIAL","223252","5","18"
280,"ENGENHEIRO QUIMICO (MINERACAO,METALURGIA,SIDERURGIA,CIMENTEIRA E CERAMICA)","214515","5","18"
2217,"OPERADOR DE DIGESTOR DE PASTA PARA FABRICACAO DE PAPEL","831115","4","18"
713,"TEOLOGO","263115","5","18"
448,"PROFESSOR DE LINGUA ESTRANGEIRA MODERNA NO ENSINO MEDIO","232150","4","18"
2242,"OPERADOR DE EQUIPAMENTOS DE REFINACAO DE ACUCAR (PROCESSO CONTINUO)","841310","1","16"
477,"PROFESSOR DE CIENCIAS BIOLOGICAS DO ENSINO SUPERIOR","234405","5","18"
483,"PROFESSOR DE MEDICINA","234435","5","18"
489,"PROFESSOR DE ENSINO SUPERIOR NA AREA DE DIDATICA","234505","5","18"
2273,"DESSECADOR DE MALTE","841735","3","10"
2277,"OPERADOR DE MAQUINAS DE FABRICACAO DE DOCES,SALGADOS E MASSAS ALIMENTICIAS","841810","4","18"
516,"PROFESSOR DE BIBLIOTECONOMIA DO ENSIO SUPERIOR","234715","5","18"
2312,"SUPERVISOR DE OPERACAO DE FLUIDOS (DISTRIBUICAO,CAPTACAO,TRATAMENTO DE AGUA,GASES,VAPOR)","860110","4","18"
542,"PROFESSOR DE TECNICAS E RECURSOS AUDIOVISUAIS","239420","5","18"
2428,"PRESIDIARIO ( PESSOAS CONFINADAS EM INSTITUICOES PENAIS,INCLUSIVE MENORES DE IDADE )","999995","1","8"
2439,"CIRURGIAO DENTISTA - ODONTOLOGIA PARA PACIENTES COM NECESSIDADES ESPECIAIS","223288","",""
570,"PROCURADOR DE JUSTICA MILITAR","242215","5","18"
580,"PROCURADOR DA ASSISTENCIA JUDICIARIA","242410","5","18"
2466,"LIMPADOR DE PISCINAS","514330","",""
594,"PSICOLOGO EDUCACIONAL","251505","5","18"
2474,"OPERADOR DE MAQUINA DE PREPARACAO DE MATERIA PRIMA PARA PRODUCAO DE CIGARROS","842135","",""
613,"ANALISTA DE RECURSOS HUMANOS","252405","5","18"
627,"GERENTE DE CAPTACAO (FUNDOS E INVESTIMENTOS INSTITUCIONAIS)","253205","5","18"
2521,"FONOAUDIOLOGO EM LINGUAGEM","223830","",""
652,"ANALISTA DE INFORMACOES (PESQUISADOR DE INFORMACOES DE REDE)","261215","5","18"
2538,"TECNOLOGO EM GESTAO ADMINISTRATIVO- FINANCEIRA","142120","",""
2579,"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA","225142","",""
684,"PRODUTOR DE TELEVISAO","262125","4","18"
2626,"DESENHISTA INDUSTRIAL DE PRODUTO DE MODA (DESIGNER DE MODA","262425","",""
702,"MUSICO INTERPRETE CANTOR","262705","4","14"
2635,"MONITOR DE TRANSPORTE ESCOLAR","334115","",""
718,"TECNICO DE LABORATORIO DE ANALISES FISICO-QUIMICAS (MATERIAIS DE CONSTRUCAO)","301110","4","18"
750,"ELETROTECNICO (PRODUCAO DE ENERGIA)","313110","4","18"
765,"ENCARREGADO DE MANUTENCAO DE INSTRUMENTOS DE CONTROLE,MEDICAO E SIMILARES","313415","4","18"
791,"TECNICO EM GEOQUIMICA","316115","4","18"
794,"TECNICO DE MINERACAO (OLEO E PETROLEO)","316310","4","18"
813,"DESENHISTA TECNICO (INSTALACOES HIDROSSANITARIAS)","318120","3","16"
844,"TECNICO EM CARCINICULTURA","321310","4","14"
862,"ATENDENTE DE CONSULTORIO DENTARIO","322415","4","14"
882,"PROFESSOR DE NIVEL MEDIO NA EDUCACAO INFANTIL","331105","4","14"
891,"INSPETOR DE ALUNOS DE ESCOLA PRIVADA","334105","4","14"
901,"PATRAO DE PESCA NA NAVEGACAO INTERIOR","341225","3","10"
924,"SUPERVISOR DA ADMINISTRACAO DE AEROPORTOS","342540","4","18"
950,"TECNICO DE RESSEGUROS","351735","4","18"
965,"TECNICO DE OPERACOES E SERVICOS BANCARIOS - CAMBIO","353205","4","18"
993,"TECNICO EM BIBLIOTECONOMIA","371110","4","18"
994,"COLECIONADOR DE SELOS E MOEDAS","371205","4","18"
1010,"TECNICO EM OPERACAO DE EQUIPAMENTOS DE PRODUCAO PARA TELEVISAO E PRODUTORAS DE VIDEO","373205","4","18"
1048,"APRESENTADOR DE FESTAS POPULARES","376310","4","14"
1071,"ARBITRO DE POLO AQUATICO","377240","3","16"
1085,"TECNICO OPERACIONAL DE SERVICOS DE CORREIOS","391230","4","16"
1097,"ASSISTENTE ADMINISTRATIVO","411010","4","14"
1107,"OPERADOR DE MENSAGENS DE TELECOMUNICACOES (CORREIOS)","412115","4","18"
1129,"OPERADOR DE MAQUINA COPIADORA (EXCETO OPERADOR DE GRAFICA RAPIDA)","415130","4","16"
1163,"ENTREVISTADOR CENSITARIO E DE PESQUISAS AMOSTRAIS","424105","4","18"
1184,"BILHETEIRO (ESTACOES DE METRO,FERROVIARIAS E ASSEMELHADAS)","511220","4","18"
1202,"GUARDA-ROUPEIRA DE CINEMA","513325","3","10"
1208,"COPEIRO DE HOSPITAL","513430","2","18"
1218,"TRABALHADOR DE SERVICOS DE MANUTENCAO DE EDIFICIOS E LOGRADOUROS","514225","3","10"
1249,"LIMPADOR DE ROUPAS A SECO,A MAO","516410","1","10"
1272,"PORTEIRO DE EDIFICIOS","517410","3","18"
1288,"LAVADOR DE GARRAFAS,VIDROS E OUTROS UTENSILIOS","519930","1","7"
1313,"PRODUTOR DE CANA-DE-ACUCAR","612110","1","16"
1322,"PRODUTOR NA OLERICULTURA DE LEGUMES","612305","1","16"
1342,"PRODUTOR DA CULTURA DE GIRASSOL","612725","1","16"
1362,"CRIADOR DE ANIMAIS PRODUTORES DE VENENO","613410","3","14"
1382,"TRABALHADOR NA OLERICULTURA (RAIZES,BULBOS E TUBERCULOS)","622315","1","14"
1411,"TRABALHADOR DA PECUARIA (ASININOS E MUARES)","623105","3","14"
1295,"VENDEDOR DE COMERCIO VAREJISTA","521110","4","18"
1412,"TRABALHADOR DA PECUARIA (BOVINOS CORTE)","623110","3","14"
1433,"PESCADOR ARTESANAL DE PEIXES E CAMAROES","631020","1","10"
1457,"TRABALHADOR DA EXPLORACAO DE ESPECIES PRODUTORAS DE GOMAS NAO ELASTICAS","632210","1","10"
1477,"TRABALHADOR DA EXPLORACAO DE ARVORES E ARBUSTOS PRODUTORES DE SUBSTANCIAS AROMAT.,MEDIC. E TOXICAS","632505","3","10"
1510,"ESCORADOR DE MINAS","711125","3","10"
1512,"OPERADOR DE CAMINHAO (MINAS E PEDREIRAS)","711205","3","18"
1530,"OPERADOR DE APARELHO DE FLOTACAO","712110","3","10"
1549,"OPERADOR DE PAVIMENTADORA (ASFALTO,CONCRETO E MATERIAIS SIMILARES)","715140","3","16"
1577,"INSTALADOR DE ISOLANTES TERMICOS (REFRIGERACAO E CLIMATIZACAO)","715715","3","16"
1611,"MESTRE DE GALVANOPLASTIA","720130","4","18"
1617,"SUPERVISOR DE CONTROLE DE TRATAMENTO TERMICO","720160","4","18"
1637,"OPERADOR DE MANDRILADORA COM COMANDO NUMERICO","721415","4","18"
1663,"OPERADOR DE FORNO DE TRATAMENTO TERMICO DE METAIS","723120","4","18"
1684,"INSTALADOR DE TUBULACOES DE GAS COMBUSTIVEL (PRODUCAO E DISTRIBUICAO)","724130","3","18"
1704,"SERRALHEIRO","724440","3","18"
1705,"OPERADOR DE MAQUINA DE CILINDRAR CHAPAS","724505","3","18"
1706,"OPERADOR DE MAQUINA DE DOBRAR CHAPAS","724510","3","18"
1569,"CARPINTEIRO DE FORMAS PARA CONCRETO","715535","3","10"
1707,"PRENSISTA (OPERADOR DE PRENSA)","724515","3","18"
1709,"TRANCADOR DE CABOS DE ACO","724610","3","18"
1710,"AJUSTADOR FERRAMENTEIRO","725005","3","18"
1711,"AJUSTADOR MECANICO","725010","3","18"
